,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,State,Literacy Rate,normalized_literacy
2414,Sabine,Sabine,Sabine County,48403,TX,Texas,31.3432,-93.8518,9974,Texas,71.8,0.9488636363636368
2415,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,Iowa,85.1,0.19318181818181857
2416,West Carroll,West Carroll,West Carroll Parish,22123,LA,Louisiana,32.7885,-91.4568,9959,Louisiana,72.9,0.8863636363636364
2417,Tunica,Tunica,Tunica County,28143,MS,Mississippi,34.6507,-90.375,9949,Mississippi,72.0,0.9375000000000003
2418,Montgomery,Montgomery,Montgomery County,28097,MS,Mississippi,33.494,-89.6164,9948,Mississippi,72.0,0.9375000000000003
2419,Yuma,Yuma,Yuma County,8125,CO,Colorado,40.0029,-102.4243,9944,Colorado,83.4,0.28977272727272707
2420,Webster,Webster,Webster County,28155,MS,Mississippi,33.6131,-89.2848,9938,Mississippi,72.0,0.9375000000000003
2421,Scott,Scott,Scott County,5127,AR,Arkansas,34.8607,-94.0632,9928,Arkansas,76.9,0.659090909090909
2422,Grundy,Grundy,Grundy County,29079,MO,Missouri,40.1139,-93.5653,9901,Missouri,81.1,0.42045454545454586
2423,Zavala,Zavala,Zavala County,48507,TX,Texas,28.8662,-99.7605,9900,Texas,71.8,0.9488636363636368
2424,Runnels,Runnels,Runnels County,48399,TX,Texas,31.8311,-99.9762,9887,Texas,71.8,0.9488636363636368
2425,Martin,Martin,Martin County,18101,IN,Indiana,38.708,-86.8031,9885,Indiana,81.3,0.4090909090909094
2426,Lanier,Lanier,Lanier County,13173,GA,Georgia,31.0379,-83.0628,9874,Georgia,76.4,0.6874999999999999
2427,Parmer,Parmer,Parmer County,48369,TX,Texas,34.5301,-102.7845,9874,Texas,71.8,0.9488636363636368
2428,Switzerland,Switzerland,Switzerland County,18155,IN,Indiana,38.8262,-85.0369,9870,Indiana,81.3,0.4090909090909094
2429,Emery,Emery,Emery County,49015,UT,Utah,38.9968,-110.7006,9839,Utah,85.5,0.17045454545454553
2430,Sac,Sac,Sac County,19161,IA,Iowa,42.3862,-95.1054,9829,Iowa,85.1,0.19318181818181857
2431,Swift,Swift,Swift County,27151,MN,Minnesota,45.2827,-95.6814,9810,Minnesota,86.9,0.0909090909090906
2432,McLean,McLean,McLean County,38055,ND,North Dakota,47.6069,-101.3218,9788,North Dakota,86.6,0.10795454545454586
2433,Marion,Marion,Marion County,48315,TX,Texas,32.798,-94.3572,9748,Texas,71.8,0.9488636363636368
2434,Clarke,Clarke,Clarke County,19039,IA,Iowa,41.029,-93.7852,9736,Iowa,85.1,0.19318181818181857
2435,Rock,Rock,Rock County,27133,MN,Minnesota,43.6747,-96.2532,9718,Minnesota,86.9,0.0909090909090906
2436,Mountrail,Mountrail,Mountrail County,38061,ND,North Dakota,48.2013,-102.3557,9717,North Dakota,86.6,0.10795454545454586
2437,Caldwell,Caldwell,Caldwell Parish,22021,LA,Louisiana,32.0925,-92.1166,9707,Louisiana,72.9,0.8863636363636364
2438,Cumberland,Cumberland,Cumberland County,51049,VA,Virginia,37.5121,-78.245,9669,Virginia,81.2,0.4147727272727273
2439,Stevens,Stevens,Stevens County,27149,MN,Minnesota,45.5861,-96.0003,9669,Minnesota,86.9,0.0909090909090906
2440,Linn,Linn,Linn County,20107,KS,Kansas,38.2123,-94.843,9667,Kansas,83.1,0.3068181818181822
2441,Wilkes,Wilkes,Wilkes County,13317,GA,Georgia,33.7819,-82.7432,9643,Georgia,76.4,0.6874999999999999
2442,Grand,Grand,Grand County,49019,UT,Utah,38.982,-109.5699,9630,Utah,85.5,0.17045454545454553
2443,Humboldt,Humboldt,Humboldt County,19091,IA,Iowa,42.7765,-94.2072,9622,Iowa,85.1,0.19318181818181857
2444,Yellow Medicine,Yellow Medicine,Yellow Medicine County,27173,MN,Minnesota,44.7163,-95.8684,9616,Minnesota,86.9,0.0909090909090906
2445,Irwin,Irwin,Irwin County,13155,GA,Georgia,31.6022,-83.2764,9615,Georgia,76.4,0.6874999999999999
2446,Iron,Iron,Iron County,29093,MO,Missouri,37.5552,-90.7735,9606,Missouri,81.1,0.42045454545454586
2447,Wayne,Wayne,Wayne County,31179,NE,Nebraska,42.2093,-97.1193,9590,Nebraska,83.6,0.2784090909090913
2448,McCormick,McCormick,McCormick County,45065,SC,South Carolina,33.8995,-82.31,9584,South Carolina,77.6,0.6193181818181823
2449,Cheyenne,Cheyenne,Cheyenne County,31033,NE,Nebraska,41.2198,-102.995,9575,Nebraska,83.6,0.2784090909090913
2450,Latimer,Latimer,Latimer County,40077,OK,Oklahoma,34.876,-95.2504,9555,Oklahoma,79.9,0.4886363636363634
2451,Greenlee,Greenlee,Greenlee County,4011,AZ,Arizona,33.2152,-109.2402,9542,Arizona,76.6,0.6761363636363642
2452,Chattahoochee,Chattahoochee,Chattahoochee County,13053,GA,Georgia,32.347,-84.787,9533,Georgia,76.4,0.6874999999999999
2453,Brown,Brown,Brown County,20013,KS,Kansas,39.8265,-95.5642,9532,Kansas,83.1,0.3068181818181822
2454,Benewah,Benewah,Benewah County,16009,ID,Idaho,47.2176,-116.6587,9509,Idaho,83.6,0.2784090909090913
2455,Brewster,Brewster,Brewster County,48043,TX,Texas,29.8119,-103.2517,9501,Texas,71.8,0.9488636363636368
2456,Nowata,Nowata,Nowata County,40105,OK,Oklahoma,36.7985,-95.6174,9484,Oklahoma,79.9,0.4886363636363634
2457,Rice,Rice,Rice County,20159,KS,Kansas,38.3472,-98.201,9464,Kansas,83.1,0.3068181818181822
2458,Howard,Howard,Howard County,19089,IA,Iowa,43.3568,-92.3172,9456,Iowa,85.1,0.19318181818181857
2459,Todd,Todd,Todd County,46121,SD,South Dakota,43.1934,-100.7184,9434,South Dakota,85.1,0.19318181818181857
2460,Emmet,Emmet,Emmet County,19063,IA,Iowa,43.3781,-94.6785,9433,Iowa,85.1,0.19318181818181857
2461,Clear Creek,Clear Creek,Clear Creek County,8019,CO,Colorado,39.6891,-105.6444,9427,Colorado,83.4,0.28977272727272707
2462,Beaverhead,Beaverhead,Beaverhead County,30001,MT,Montana,45.1327,-112.8988,9391,Montana,86.9,0.0909090909090906
2463,Deer Lodge,Deer Lodge,Deer Lodge County,30023,MT,Montana,46.0608,-113.0678,9380,Montana,86.9,0.0909090909090906
2464,Hamilton,Hamilton,Hamilton County,31081,NE,Nebraska,40.873,-98.0229,9376,Nebraska,83.6,0.2784090909090913
2465,Clinton,Clinton,Clinton County,21053,KY,Kentucky,36.7274,-85.1362,9372,Kentucky,78.1,0.5909090909090915
2466,Pipestone,Pipestone,Pipestone County,27117,MN,Minnesota,44.023,-96.2586,9370,Minnesota,86.9,0.0909090909090906
2467,Charles Mix,Charles Mix,Charles Mix County,46023,SD,South Dakota,43.2079,-98.5879,9346,South Dakota,85.1,0.19318181818181857
2468,Jones,Jones,Jones County,37103,NC,North Carolina,35.0217,-77.3552,9326,North Carolina,78.7,0.5568181818181819
2469,Jasper,Jasper,Jasper County,17079,IL,Illinois,39.0101,-88.1538,9324,Illinois,79.6,0.5056818181818187
2470,Johnson,Johnson,Johnson County,13167,GA,Georgia,32.7015,-82.6601,9272,Georgia,76.4,0.6874999999999999
2471,Pratt,Pratt,Pratt County,20151,KS,Kansas,37.6477,-98.7396,9266,Kansas,83.1,0.3068181818181822
2472,St. Clair,St. Clair,St. Clair County,29185,MO,Missouri,38.0372,-93.776,9235,Missouri,81.1,0.42045454545454586
2473,Kemper,Kemper,Kemper County,28069,MS,Mississippi,32.7546,-88.6412,9211,Mississippi,72.0,0.9375000000000003
2474,White Pine,White Pine,White Pine County,32033,NV,Nevada,39.4421,-114.9016,9192,Nevada,74.7,0.7840909090909092
2475,Forest,Forest,Forest County,55041,WI,Wisconsin,45.6673,-88.7704,9184,Wisconsin,84.7,0.21590909090909083
2476,McLean,McLean,McLean County,21149,KY,Kentucky,37.5292,-87.2636,9182,Kentucky,78.1,0.5909090909090915
2477,Somervell,Somervell,Somervell County,48425,TX,Texas,32.2222,-97.7744,9170,Texas,71.8,0.9488636363636368
2478,Montmorency,Montmorency,Montmorency County,26119,MI,Michigan,45.0276,-84.1272,9164,Michigan,82.4,0.34659090909090884
2479,Stephens,Stephens,Stephens County,48429,TX,Texas,32.7359,-98.8362,9142,Texas,71.8,0.9488636363636368
2480,Catahoula,Catahoula,Catahoula Parish,22025,LA,Louisiana,31.6662,-91.847,9117,Louisiana,72.9,0.8863636363636364
2481,Claiborne,Claiborne,Claiborne County,28021,MS,Mississippi,31.9737,-90.9118,9115,Mississippi,72.0,0.9375000000000003
2482,Seminole,Seminole,Seminole County,13253,GA,Georgia,30.9388,-84.8688,9108,Georgia,76.4,0.6874999999999999
2483,Terrell,Terrell,Terrell County,13273,GA,Georgia,31.777,-84.437,9102,Georgia,76.4,0.6874999999999999
2484,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,Minnesota,86.9,0.0909090909090906
2485,Davis,Davis,Davis County,19051,IA,Iowa,40.7477,-92.4097,9066,Iowa,85.1,0.19318181818181857
2486,Hancock,Hancock,Hancock County,21091,KY,Kentucky,37.8415,-86.7779,9050,Kentucky,78.1,0.5909090909090915
2487,Cloud,Cloud,Cloud County,20029,KS,Kansas,39.4803,-97.6492,9037,Kansas,83.1,0.3068181818181822
2488,Cuming,Cuming,Cuming County,31039,NE,Nebraska,41.9164,-96.7874,9035,Nebraska,83.6,0.2784090909090913
2489,Dawson,Dawson,Dawson County,30021,MT,Montana,47.2664,-104.8995,9003,Montana,86.9,0.0909090909090906
2490,Crittenden,Crittenden,Crittenden County,21055,KY,Kentucky,37.3527,-88.0972,8997,Kentucky,78.1,0.5909090909090915
2491,Palo Alto,Palo Alto,Palo Alto County,19147,IA,Iowa,43.0821,-94.6781,8996,Iowa,85.1,0.19318181818181857
2492,Livingston,Livingston,Livingston County,21139,KY,Kentucky,37.2096,-88.3537,8989,Kentucky,78.1,0.5909090909090915
2493,Phelps,Phelps,Phelps County,31137,NE,Nebraska,40.5111,-99.4145,8972,Nebraska,83.6,0.2784090909090913
2494,Wilkinson,Wilkinson,Wilkinson County,13319,GA,Georgia,32.8024,-83.1712,8931,Georgia,76.4,0.6874999999999999
2495,Stillwater,Stillwater,Stillwater County,30095,MT,Montana,45.669,-109.3952,8916,Montana,86.9,0.0909090909090906
2496,Alger,Alger,Alger County,26003,MI,Michigan,46.4086,-86.604,8911,Michigan,82.4,0.34659090909090884
2497,Mitchell,Mitchell,Mitchell County,48335,TX,Texas,32.3062,-100.9211,8903,Texas,71.8,0.9488636363636368
2498,Richmond,Richmond,Richmond County,51159,VA,Virginia,37.9434,-76.7269,8902,Virginia,81.2,0.4147727272727273
2499,Oregon,Oregon,Oregon County,29149,MO,Missouri,36.6866,-91.4033,8891,Missouri,81.1,0.42045454545454586
2500,Caldwell,Caldwell,Caldwell County,29025,MO,Missouri,39.6557,-93.9827,8856,Missouri,81.1,0.42045454545454586
2501,Turner,Turner,Turner County,13287,GA,Georgia,31.7164,-83.6241,8856,Georgia,76.4,0.6874999999999999
2502,Wilcox,Wilcox,Wilcox County,13315,GA,Georgia,31.9729,-83.4323,8841,Georgia,76.4,0.6874999999999999
2503,Dimmit,Dimmit,Dimmit County,48127,TX,Texas,28.4226,-99.7566,8840,Texas,71.8,0.9488636363636368
2504,Lee,Lee,Lee County,5077,AR,Arkansas,34.7805,-90.7808,8832,Arkansas,76.9,0.659090909090909
2505,Greene,Greene,Greene County,19073,IA,Iowa,42.0363,-94.3968,8831,Iowa,85.1,0.19318181818181857
2506,Sublette,Sublette,Sublette County,56035,WY,Wyoming,42.7669,-109.9147,8830,Wyoming,86.4,0.11931818181818155
2507,Blaine,Blaine,Blaine County,40011,OK,Oklahoma,35.8752,-98.4334,8799,Oklahoma,79.9,0.4886363636363634
2508,Monona,Monona,Monona County,19133,IA,Iowa,42.0516,-95.9599,8732,Iowa,85.1,0.19318181818181857
2509,Woods,Woods,Woods County,40151,OK,Oklahoma,36.7669,-98.8651,8731,Oklahoma,79.9,0.4886363636363634
2510,Modoc,Modoc,Modoc County,6049,CA,California,41.5898,-120.725,8723,California,71.6,0.9602272727272734
2511,Clearwater,Clearwater,Clearwater County,16035,ID,Idaho,46.6736,-115.6567,8719,Idaho,83.6,0.2784090909090913
2512,Wilson,Wilson,Wilson County,20205,KS,Kansas,37.5593,-95.7434,8713,Kansas,83.1,0.3068181818181822
2513,Wilkinson,Wilkinson,Wilkinson County,28157,MS,Mississippi,31.1611,-91.3109,8706,Mississippi,72.0,0.9375000000000003
2514,Perry,Perry,Perry County,1105,AL,Alabama,32.6385,-87.2944,8702,Alabama,76.1,0.704545454545455
2515,Montgomery,Montgomery,Montgomery County,13209,GA,Georgia,32.1734,-82.5348,8701,Georgia,76.4,0.6874999999999999
2516,Lyon,Lyon,Lyon County,21143,KY,Kentucky,37.0191,-88.0832,8700,Kentucky,78.1,0.5909090909090915
2517,Gallatin,Gallatin,Gallatin County,21077,KY,Kentucky,38.7569,-84.8593,8694,Kentucky,78.1,0.5909090909090915
2518,Jenkins,Jenkins,Jenkins County,13165,GA,Georgia,32.7924,-81.9635,8693,Georgia,76.4,0.6874999999999999
2519,Benton,Benton,Benton County,18007,IN,Indiana,40.6063,-87.3109,8687,Indiana,81.3,0.4090909090909094
2520,Ritchie,Ritchie,Ritchie County,54085,WV,West Virginia,39.1783,-81.063,8676,West Virginia,79.1,0.5340909090909096
2521,Quay,Quay,Quay County,35037,NM,New Mexico,35.1043,-103.5498,8675,New Mexico,70.9,1.0
2522,Ozark,Ozark,Ozark County,29153,MO,Missouri,36.6493,-92.4447,8664,Missouri,81.1,0.42045454545454586
2523,Hancock,Hancock,Hancock County,13141,GA,Georgia,33.2704,-83.0007,8652,Georgia,76.4,0.6874999999999999
2524,Lucas,Lucas,Lucas County,19117,IA,Iowa,41.0294,-93.3277,8650,Iowa,85.1,0.19318181818181857
2525,Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,Missouri,81.1,0.42045454545454586
2526,Turner,Turner,Turner County,46125,SD,South Dakota,43.3109,-97.1487,8621,South Dakota,85.1,0.19318181818181857
2527,Archer,Archer,Archer County,48009,TX,Texas,33.6153,-98.6877,8616,Texas,71.8,0.9488636363636368
2528,Platte,Platte,Platte County,56031,WY,Wyoming,42.1331,-104.9659,8607,Wyoming,86.4,0.11931818181818155
2529,Carroll,Carroll,Carroll County,29033,MO,Missouri,39.427,-93.5052,8564,Missouri,81.1,0.42045454545454586
2530,Mathews,Mathews,Mathews County,51115,VA,Virginia,37.4354,-76.3436,8548,Virginia,81.2,0.4147727272727273
2531,Montgomery,Montgomery,Montgomery County,5097,AR,Arkansas,34.539,-93.6594,8525,Arkansas,76.9,0.659090909090909
2532,Clearwater,Clearwater,Clearwater County,27029,MN,Minnesota,47.5775,-95.379,8525,Minnesota,86.9,0.0909090909090906
2533,Kiowa,Kiowa,Kiowa County,40075,OK,Oklahoma,34.9164,-98.9809,8518,Oklahoma,79.9,0.4886363636363634
2534,Sitka,Sitka,Sitka City and Borough,2220,AK,Alaska,57.2401,-135.3153,8518,Alaska,87.3,0.06818181818181834
2535,Trimble,Trimble,Trimble County,21223,KY,Kentucky,38.613,-85.3375,8502,Kentucky,78.1,0.5909090909090915
2536,Madison,Madison,Madison County,30057,MT,Montana,45.3007,-111.9203,8499,Montana,86.9,0.0909090909090906
2537,Jack,Jack,Jack County,48237,TX,Texas,33.2335,-98.1725,8494,Texas,71.8,0.9488636363636368
2538,Rosebud,Rosebud,Rosebud County,30087,MT,Montana,46.2297,-106.7307,8464,Montana,86.9,0.0909090909090906
2539,Maries,Maries,Maries County,29125,MO,Missouri,38.1616,-91.9249,8457,Missouri,81.1,0.42045454545454586
2540,Johnson,Johnson,Johnson County,56019,WY,Wyoming,44.0388,-106.5847,8457,Wyoming,86.4,0.11931818181818155
2541,Knox,Knox,Knox County,31107,NE,Nebraska,42.6368,-97.8919,8434,Nebraska,83.6,0.2784090909090913
2542,Warren,Warren,Warren County,18171,IN,Indiana,40.3469,-87.3533,8430,Indiana,81.3,0.4090909090909094
2543,Hickory,Hickory,Hickory County,29085,MO,Missouri,37.9408,-93.3207,8429,Missouri,81.1,0.42045454545454586
2544,Daviess,Daviess,Daviess County,29061,MO,Missouri,39.9608,-93.9855,8427,Missouri,81.1,0.42045454545454586
2545,Webster,Webster,Webster County,54101,WV,West Virginia,38.4947,-80.4219,8415,West Virginia,79.1,0.5340909090909096
2546,Mercer,Mercer,Mercer County,38057,ND,North Dakota,47.3092,-101.8315,8405,North Dakota,86.6,0.10795454545454586
2547,Cedar,Cedar,Cedar County,31027,NE,Nebraska,42.5993,-97.2524,8401,Nebraska,83.6,0.2784090909090913
2548,Tyler,Tyler,Tyler County,54095,WV,West Virginia,39.4653,-80.8848,8397,West Virginia,79.1,0.5340909090909096
2549,Bracken,Bracken,Bracken County,21023,KY,Kentucky,38.6888,-84.0901,8394,Kentucky,78.1,0.5909090909090915
2550,Dawes,Dawes,Dawes County,31045,NE,Nebraska,42.7197,-103.1354,8383,Nebraska,83.6,0.2784090909090913
2551,Coffey,Coffey,Coffey County,20031,KS,Kansas,38.2369,-95.7341,8361,Kansas,83.1,0.3068181818181822
2552,Custer,Custer,Custer County,46033,SD,South Dakota,43.6776,-103.4515,8360,South Dakota,85.1,0.19318181818181857
2553,Kusilvak,Kusilvak,Kusilvak Census Area,2158,AK,Alaska,62.155,-163.3826,8354,Alaska,87.3,0.06818181818181834
2554,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,Nebraska,83.6,0.2784090909090913
2555,Lafayette,Lafayette,Lafayette County,12067,FL,Florida,29.9855,-83.1811,8343,Florida,76.3,0.6931818181818186
2556,Nevada,Nevada,Nevada County,5099,AR,Arkansas,33.664,-93.3072,8340,Arkansas,76.9,0.659090909090909
2557,Perry,Perry,Perry County,47135,TN,Tennessee,35.6426,-87.859,8313,Tennessee,78.3,0.5795454545454549
2558,Keith,Keith,Keith County,31101,NE,Nebraska,41.1988,-101.6615,8312,Nebraska,83.6,0.2784090909090913
2559,Prairie,Prairie,Prairie County,5117,AR,Arkansas,34.8298,-91.5528,8306,Arkansas,76.9,0.659090909090909
2560,Allendale,Allendale,Allendale County,45005,SC,South Carolina,32.9881,-81.3582,8304,South Carolina,77.6,0.6193181818181823
2561,Atkinson,Atkinson,Atkinson County,13003,GA,Georgia,31.2971,-82.88,8269,Georgia,76.4,0.6874999999999999
2562,Choctaw,Choctaw,Choctaw County,28019,MS,Mississippi,33.3473,-89.2484,8264,Mississippi,72.0,0.9375000000000003
2563,Baraga,Baraga,Baraga County,26013,MI,Michigan,46.6626,-88.3652,8249,Michigan,82.4,0.34659090909090884
2564,Franklin,Franklin,Franklin City,51620,VA,Virginia,36.6831,-76.9386,8249,Virginia,81.2,0.4147727272727273
2565,Houston,Houston,Houston County,47083,TN,Tennessee,36.286,-87.7171,8238,Tennessee,78.3,0.5795454545454549
2566,Harrison,Harrison,Harrison County,29081,MO,Missouri,40.3547,-93.992,8229,Missouri,81.1,0.42045454545454586
2567,Murray,Murray,Murray County,27101,MN,Minnesota,44.0221,-95.7633,8224,Minnesota,86.9,0.0909090909090906
2568,Hamilton,Hamilton,Hamilton County,48193,TX,Texas,31.7048,-98.1107,8211,Texas,71.8,0.9488636363636368
2569,Oscoda,Oscoda,Oscoda County,26135,MI,Michigan,44.6818,-84.1298,8206,Michigan,82.4,0.34659090909090884
2570,Clay,Clay,Clay County,54015,WV,West Virginia,38.4625,-81.0751,8176,West Virginia,79.1,0.5340909090909096
2571,Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,Oregon,83.2,0.30113636363636354
2572,Graham,Graham,Graham County,37075,NC,North Carolina,35.3502,-83.8335,8089,North Carolina,78.7,0.5568181818181819
2573,Clay,Clay,Clay County,20027,KS,Kansas,39.3497,-97.1652,8085,Kansas,83.1,0.3068181818181822
2574,San Miguel,San Miguel,San Miguel County,8113,CO,Colorado,38.0038,-108.4057,8084,Colorado,83.4,0.28977272727272707
2575,Twiggs,Twiggs,Twiggs County,13289,GA,Georgia,32.6672,-83.4271,8034,Georgia,76.4,0.6874999999999999
2576,Hamilton,Hamilton,Hamilton County,17065,IL,Illinois,38.0815,-88.5391,8021,Illinois,79.6,0.5056818181818187
2577,Traill,Traill,Traill County,38097,ND,North Dakota,47.4542,-97.1616,8008,North Dakota,86.6,0.10795454545454586
2578,Pocahontas,Pocahontas,Pocahontas County,54075,WV,West Virginia,38.3318,-80.0078,8006,West Virginia,79.1,0.5340909090909096
2579,Schoolcraft,Schoolcraft,Schoolcraft County,26153,MI,Michigan,46.1966,-86.1996,8004,Michigan,82.4,0.34659090909090884
2580,Liberty,Liberty,Liberty County,12077,FL,Florida,30.2414,-84.8829,7987,Florida,76.3,0.6931818181818186
2581,San Augustine,San Augustine,San Augustine County,48405,TX,Texas,31.3942,-94.1682,7964,Texas,71.8,0.9488636363636368
2582,Lemhi,Lemhi,Lemhi County,16059,ID,Idaho,44.9433,-113.9333,7948,Idaho,83.6,0.2784090909090913
2583,Doddridge,Doddridge,Doddridge County,54017,WV,West Virginia,39.2692,-80.707,7929,West Virginia,79.1,0.5340909090909096
2584,Humphreys,Humphreys,Humphreys County,28053,MS,Mississippi,33.1287,-90.5266,7916,Mississippi,72.0,0.9375000000000003
2585,Thomas,Thomas,Thomas County,20193,KS,Kansas,39.3509,-101.0556,7902,Kansas,83.1,0.3068181818181822
2586,Richardson,Richardson,Richardson County,31147,NE,Nebraska,40.125,-95.7175,7893,Nebraska,83.6,0.2784090909090913
2587,Searcy,Searcy,Searcy County,5129,AR,Arkansas,35.9109,-92.6995,7872,Arkansas,76.9,0.659090909090909
2588,Taylor,Taylor,Taylor County,13269,GA,Georgia,32.5555,-84.2505,7857,Georgia,76.4,0.6874999999999999
2589,Power,Power,Power County,16077,ID,Idaho,42.6936,-112.8407,7854,Idaho,83.6,0.2784090909090913
2590,Greene,Greene,Greene County,1063,AL,Alabama,32.8531,-87.9522,7851,Alabama,76.1,0.704545454545455
2591,Coleman,Coleman,Coleman County,48083,TX,Texas,31.7732,-99.4536,7848,Texas,71.8,0.9488636363636368
2592,Ballard,Ballard,Ballard County,21007,KY,Kentucky,37.0585,-88.9995,7814,Kentucky,78.1,0.5909090909090915
2593,Anderson,Anderson,Anderson County,20003,KS,Kansas,38.2142,-95.2933,7800,Kansas,83.1,0.3068181818181822
2594,Red River,Red River,Red River Parish,22081,LA,Louisiana,32.0931,-93.3398,7787,Louisiana,72.9,0.8863636363636364
2595,Northwest Arctic,Northwest Arctic,Northwest Arctic Borough,2188,AK,Alaska,67.053,-159.721,7776,Alaska,87.3,0.06818181818181834
2596,Washakie,Washakie,Washakie County,56043,WY,Wyoming,43.905,-107.6828,7768,Wyoming,86.4,0.11931818181818155
2597,Major,Major,Major County,40093,OK,Oklahoma,36.3116,-98.5359,7753,Oklahoma,79.9,0.4886363636363634
2598,Decatur,Decatur,Decatur County,19053,IA,Iowa,40.7377,-93.7863,7718,Iowa,85.1,0.19318181818181857
2599,Yoakum,Yoakum,Yoakum County,48501,TX,Texas,33.173,-102.8278,7707,Texas,71.8,0.9488636363636368
2600,Franklin,Franklin,Franklin County,28037,MS,Mississippi,31.4772,-90.8979,7705,Mississippi,72.0,0.9375000000000003
2601,Merrick,Merrick,Merrick County,31121,NE,Nebraska,41.169,-98.038,7687,Nebraska,83.6,0.2784090909090913
2602,Benton,Benton,Benton County,28009,MS,Mississippi,34.8173,-89.1885,7687,Mississippi,72.0,0.9375000000000003
2603,Lincoln,Lincoln,Lincoln County,13181,GA,Georgia,33.7936,-82.4512,7686,Georgia,76.4,0.6874999999999999
2604,McCulloch,McCulloch,McCulloch County,48307,TX,Texas,31.1989,-99.3476,7676,Texas,71.8,0.9488636363636368
2605,Kane,Kane,Kane County,49025,UT,Utah,37.2851,-111.8878,7635,Utah,85.5,0.17045454545454553
2606,Cleveland,Cleveland,Cleveland County,5025,AR,Arkansas,33.8984,-92.1851,7632,Arkansas,76.9,0.659090909090909
