,County,Income,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,normalized_incomes
0,Baldwin,51348.0,Baldwin,Baldwin,Baldwin County,1003,AL,Alabama,30.7276,-87.7226,227131,0.8890465612160746
1,Baldwin,51348.0,Baldwin,Baldwin,Baldwin County,13009,GA,Georgia,33.0693,-83.2496,43876,0.8890465612160746
2,Baldwin,37833.0,Baldwin,Baldwin,Baldwin County,1003,AL,Alabama,30.7276,-87.7226,227131,0.9392519892716776
3,Baldwin,37833.0,Baldwin,Baldwin,Baldwin County,13009,GA,Georgia,33.0693,-83.2496,43876,0.9392519892716776
4,Barbour,37120.0,Barbour,Barbour,Barbour County,1005,AL,Alabama,31.8696,-85.3932,25259,0.9419006367155286
5,Barbour,37120.0,Barbour,Barbour,Barbour County,54001,WV,West Virginia,39.133,-80.003,15600,0.9419006367155286
6,Barbour,38258.0,Barbour,Barbour,Barbour County,1005,AL,Alabama,31.8696,-85.3932,25259,0.937673202225904
7,Barbour,38258.0,Barbour,Barbour,Barbour County,54001,WV,West Virginia,39.133,-80.003,15600,0.937673202225904
8,Bibb,34598.0,Bibb,Bibb,Bibb County,13021,GA,Georgia,32.8065,-83.6974,156711,0.9512693447848021
9,Bibb,34598.0,Bibb,Bibb,Bibb County,1007,AL,Alabama,32.9986,-87.1265,22412,0.9512693447848021
10,Bibb,43592.0,Bibb,Bibb,Bibb County,13021,GA,Georgia,32.8065,-83.6974,156711,0.9178584961031822
11,Bibb,43592.0,Bibb,Bibb,Bibb County,1007,AL,Alabama,32.9986,-87.1265,22412,0.9178584961031822
12,Blount,38351.0,Blount,Blount,Blount County,47009,TN,Tennessee,35.6872,-83.9255,134042,0.9373277264723582
13,Blount,38351.0,Blount,Blount,Blount County,1009,AL,Alabama,33.9809,-86.5674,58884,0.9373277264723582
14,Blount,49002.0,Blount,Blount,Blount County,47009,TN,Tennessee,35.6872,-83.9255,134042,0.8977614657087454
15,Blount,49002.0,Blount,Blount,Blount County,1009,AL,Alabama,33.9809,-86.5674,58884,0.8977614657087454
16,Bullock,30429.0,Bullock,Bullock,Bullock County,1011,AL,Alabama,32.1005,-85.7157,10386,0.9667563170055796
17,Butler,41151.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.9269263059354963
18,Butler,41151.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.9269263059354963
19,Butler,41151.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.9269263059354963
20,Butler,41151.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.9269263059354963
21,Butler,41151.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.9269263059354963
22,Butler,41151.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.9269263059354963
23,Butler,41151.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.9269263059354963
24,Butler,41151.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.9269263059354963
25,Butler,49855.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.8945927472380514
26,Butler,49855.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.8945927472380514
27,Butler,49855.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.8945927472380514
28,Butler,49855.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.8945927472380514
29,Butler,49855.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.8945927472380514
30,Butler,49855.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.8945927472380514
31,Butler,49855.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.8945927472380514
32,Butler,49855.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.8945927472380514
33,Butler,49703.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.895157395781481
34,Butler,49703.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.895157395781481
35,Butler,49703.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.895157395781481
36,Butler,49703.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.895157395781481
37,Butler,49703.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.895157395781481
38,Butler,49703.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.895157395781481
39,Butler,49703.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.895157395781481
40,Butler,49703.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.895157395781481
41,Butler,39306.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.9337800991106785
42,Butler,39306.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.9337800991106785
43,Butler,39306.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.9337800991106785
44,Butler,39306.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.9337800991106785
45,Butler,39306.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.9337800991106785
46,Butler,39306.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.9337800991106785
47,Butler,39306.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.9337800991106785
48,Butler,39306.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.9337800991106785
49,Butler,40610.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.92893600897494
50,Butler,40610.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.92893600897494
51,Butler,40610.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.92893600897494
52,Butler,40610.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.92893600897494
53,Butler,40610.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.92893600897494
54,Butler,40610.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.92893600897494
55,Butler,40610.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.92893600897494
56,Butler,40610.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.92893600897494
57,Butler,55051.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.8752906825560748
58,Butler,55051.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.8752906825560748
59,Butler,55051.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.8752906825560748
60,Butler,55051.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.8752906825560748
61,Butler,55051.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.8752906825560748
62,Butler,55051.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.8752906825560748
63,Butler,55051.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.8752906825560748
64,Butler,55051.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.8752906825560748
65,Butler,52403.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.885127454549507
66,Butler,52403.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.885127454549507
67,Butler,52403.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.885127454549507
68,Butler,52403.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.885127454549507
69,Butler,52403.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.885127454549507
70,Butler,52403.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.885127454549507
71,Butler,52403.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.885127454549507
72,Butler,52403.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.885127454549507
73,Butler,63693.0,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,0.8431874410276603
74,Butler,63693.0,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,0.8431874410276603
75,Butler,63693.0,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,0.8431874410276603
76,Butler,63693.0,Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42314,0.8431874410276603
77,Butler,63693.0,Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,19181,0.8431874410276603
78,Butler,63693.0,Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14421,0.8431874410276603
79,Butler,63693.0,Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6816,12413,0.8431874410276603
80,Butler,63693.0,Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,0.8431874410276603
81,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9328885487789476
82,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9328885487789476
83,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9328885487789476
84,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9328885487789476
85,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9328885487789476
86,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9328885487789476
87,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9328885487789476
88,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9328885487789476
89,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9328885487789476
90,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9328885487789476
91,Calhoun,39546.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9328885487789476
92,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9233935377460122
93,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9233935377460122
94,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9233935377460122
95,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9233935377460122
96,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9233935377460122
97,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9233935377460122
98,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9233935377460122
99,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9233935377460122
100,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9233935377460122
101,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9233935377460122
102,Calhoun,42102.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9233935377460122
103,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9570495627688581
104,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9570495627688581
105,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9570495627688581
106,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9570495627688581
107,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9570495627688581
108,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9570495627688581
109,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9570495627688581
110,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9570495627688581
111,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9570495627688581
112,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9570495627688581
113,Calhoun,33042.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9570495627688581
114,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9612992860167761
115,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9612992860167761
116,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9612992860167761
117,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9612992860167761
118,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9612992860167761
119,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9612992860167761
120,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9612992860167761
121,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9612992860167761
122,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9612992860167761
123,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9612992860167761
124,Calhoun,31898.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9612992860167761
125,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.8947636277182998
126,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.8947636277182998
127,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.8947636277182998
128,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.8947636277182998
129,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.8947636277182998
130,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.8947636277182998
131,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.8947636277182998
132,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.8947636277182998
133,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.8947636277182998
134,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.8947636277182998
135,Calhoun,49809.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.8947636277182998
136,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.893188555465575
137,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.893188555465575
138,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.893188555465575
139,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.893188555465575
140,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.893188555465575
141,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.893188555465575
142,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.893188555465575
143,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.893188555465575
144,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.893188555465575
145,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.893188555465575
146,Calhoun,50233.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.893188555465575
147,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9133858852723314
148,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9133858852723314
149,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9133858852723314
150,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9133858852723314
151,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9133858852723314
152,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9133858852723314
153,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9133858852723314
154,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9133858852723314
155,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9133858852723314
156,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9133858852723314
157,Calhoun,44796.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9133858852723314
158,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9300913096131415
159,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9300913096131415
160,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9300913096131415
161,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9300913096131415
162,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9300913096131415
163,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9300913096131415
164,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9300913096131415
165,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9300913096131415
166,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9300913096131415
167,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9300913096131415
168,Calhoun,40299.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9300913096131415
169,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9077839773546216
170,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9077839773546216
171,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9077839773546216
172,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9077839773546216
173,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9077839773546216
174,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9077839773546216
175,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9077839773546216
176,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9077839773546216
177,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9077839773546216
178,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9077839773546216
179,Calhoun,46304.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9077839773546216
180,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.8616165293431504
181,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.8616165293431504
182,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.8616165293431504
183,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.8616165293431504
184,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.8616165293431504
185,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.8616165293431504
186,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.8616165293431504
187,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.8616165293431504
188,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.8616165293431504
189,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.8616165293431504
190,Calhoun,58732.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.8616165293431504
191,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,26025,MI,Michigan,42.2465,-85.0056,134207,0.9355074778784074
192,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,1015,AL,Alabama,33.7714,-85.826,116425,0.9355074778784074
193,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602,20367,0.9355074778784074
194,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14198,0.9355074778784074
195,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.4061,-85.1971,13863,0.9355074778784074
196,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365,13420,0.9355074778784074
197,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,0.9355074778784074
198,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176,6420,0.9355074778784074
199,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,13037,GA,Georgia,31.5292,-84.6245,5668,0.9355074778784074
200,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,5013,AR,Arkansas,33.5581,-92.503,4811,0.9355074778784074
201,Calhoun,38841.0,Calhoun,Calhoun,Calhoun County,17013,IL,Illinois,39.1693,-90.6676,4537,0.9355074778784074
202,Chambers,36299.0,Chambers,Chambers,Chambers County,48071,TX,Texas,29.7384,-94.6101,45257,0.9449504818086585
203,Chambers,36299.0,Chambers,Chambers,Chambers County,1017,AL,Alabama,32.9143,-85.392,34834,0.9449504818086585
204,Chambers,58687.0,Chambers,Chambers,Chambers County,48071,TX,Texas,29.7384,-94.6101,45257,0.8617836950303499
205,Chambers,58687.0,Chambers,Chambers,Chambers County,1017,AL,Alabama,32.9143,-85.392,34834,0.8617836950303499
206,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,13057,GA,Georgia,34.244,-84.4763,262155,0.9333714718753018
207,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,45021,SC,South Carolina,35.0481,-81.6206,56204,0.9333714718753018
208,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,48073,TX,Texas,31.837,-95.1652,50564,0.9333714718753018
209,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,40021,OK,Oklahoma,35.9067,-94.9997,47307,0.9333714718753018
210,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,37039,NC,North Carolina,35.1339,-84.0635,28515,0.9333714718753018
211,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,1019,AL,Alabama,34.1759,-85.6038,24975,0.9333714718753018
212,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,20021,KS,Kansas,37.1693,-94.8463,19507,0.9333714718753018
213,Cherokee,39416.0,Cherokee,Cherokee,Cherokee County,19035,IA,Iowa,42.7356,-95.6238,11606,0.9333714718753018
214,Cherokee,56552.0,Cherokee,Cherokee,Cherokee County,13057,GA,Georgia,34.244,-84.4763,262155,0.869714778189707
215,Cherokee,56552.0,Cherokee,Cherokee,Cherokee County,45021,SC,South Carolina,35.0481,-81.6206,56204,0.869714778189707
216,Cherokee,56552.0,Cherokee,Cherokee,Cherokee County,48073,TX,Texas,31.837,-95.1652,50564,0.869714778189707
217,Cherokee,56552.0,Cherokee,Cherokee,Cherokee County,40021,OK,Oklahoma,35.9067,-94.9997,47307,0.869714778189707
218,Cherokee,56552.0,Cherokee,Cherokee,Cherokee County,37039,NC,North Carolina,35.1339,-84.0635,28515,0.869714778189707
219,Cherokee,56552.0,Cherokee,Cherokee,Cherokee County,1019,AL,Alabama,34.1759,-85.6038,24975,0.869714778189707
