,County,Income,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,normalized_incomes
4131,Marshall,47059.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.9049793086027178
4132,Marshall,47059.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.9049793086027178
4133,Marshall,47059.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.9049793086027178
4134,Marshall,47059.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.9049793086027178
4135,Marshall,47059.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.9049793086027178
4136,Marshall,47059.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.9049793086027178
4137,Marshall,47059.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.9049793086027178
4138,Marshall,47059.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.9049793086027178
4139,Marshall,47059.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.9049793086027178
4140,Marshall,48437.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.8998603237813622
4141,Marshall,48437.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.8998603237813622
4142,Marshall,48437.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.8998603237813622
4143,Marshall,48437.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.8998603237813622
4144,Marshall,48437.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.8998603237813622
4145,Marshall,48437.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.8998603237813622
4146,Marshall,48437.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.8998603237813622
4147,Marshall,48437.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.8998603237813622
4148,Marshall,48437.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.8998603237813622
4149,Marshall,48437.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.8998603237813622
4150,Marshall,48437.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.8998603237813622
4151,Marshall,48437.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.8998603237813622
4152,Marshall,46261.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.9079437134557233
4153,Marshall,46261.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.9079437134557233
4154,Marshall,46261.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.9079437134557233
4155,Marshall,46261.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.9079437134557233
4156,Marshall,46261.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.9079437134557233
4157,Marshall,46261.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.9079437134557233
4158,Marshall,46261.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.9079437134557233
4159,Marshall,46261.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.9079437134557233
4160,Marshall,46261.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.9079437134557233
4161,Marshall,46261.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.9079437134557233
4162,Marshall,46261.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.9079437134557233
4163,Marshall,46261.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.9079437134557233
4164,Marshall,63411.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.8442350126674443
4165,Marshall,63411.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.8442350126674443
4166,Marshall,63411.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.8442350126674443
4167,Marshall,63411.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.8442350126674443
4168,Marshall,63411.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.8442350126674443
4169,Marshall,63411.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.8442350126674443
4170,Marshall,63411.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.8442350126674443
4171,Marshall,63411.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.8442350126674443
4172,Marshall,63411.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.8442350126674443
4173,Marshall,63411.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.8442350126674443
4174,Marshall,63411.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.8442350126674443
4175,Marshall,63411.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.8442350126674443
4176,Marshall,39947.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.931398916766347
4177,Marshall,39947.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.931398916766347
4178,Marshall,39947.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.931398916766347
4179,Marshall,39947.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.931398916766347
4180,Marshall,39947.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.931398916766347
4181,Marshall,39947.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.931398916766347
4182,Marshall,39947.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.931398916766347
4183,Marshall,39947.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.931398916766347
4184,Marshall,39947.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.931398916766347
4185,Marshall,39947.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.931398916766347
4186,Marshall,39947.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.931398916766347
4187,Marshall,39947.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.931398916766347
4188,Marshall,41119.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.9270451793130605
4189,Marshall,41119.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.9270451793130605
4190,Marshall,41119.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.9270451793130605
4191,Marshall,41119.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.9270451793130605
4192,Marshall,41119.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.9270451793130605
4193,Marshall,41119.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.9270451793130605
4194,Marshall,41119.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.9270451793130605
4195,Marshall,41119.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.9270451793130605
4196,Marshall,41119.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.9270451793130605
4197,Marshall,41119.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.9270451793130605
4198,Marshall,41119.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.9270451793130605
4199,Marshall,41119.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.9270451793130605
4200,Marshall,71354.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.8147284114801965
4201,Marshall,71354.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.8147284114801965
4202,Marshall,71354.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.8147284114801965
4203,Marshall,71354.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.8147284114801965
4204,Marshall,71354.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.8147284114801965
4205,Marshall,71354.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.8147284114801965
4206,Marshall,71354.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.8147284114801965
4207,Marshall,71354.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.8147284114801965
4208,Marshall,71354.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.8147284114801965
4209,Marshall,71354.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.8147284114801965
4210,Marshall,71354.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.8147284114801965
4211,Marshall,71354.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.8147284114801965
4212,Marshall,43516.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.9181408203748969
4213,Marshall,43516.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.9181408203748969
4214,Marshall,43516.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.9181408203748969
4215,Marshall,43516.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.9181408203748969
4216,Marshall,43516.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.9181408203748969
4217,Marshall,43516.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.9181408203748969
4218,Marshall,43516.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.9181408203748969
4219,Marshall,43516.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.9181408203748969
4220,Marshall,43516.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.9181408203748969
4221,Marshall,43516.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.9181408203748969
4222,Marshall,43516.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.9181408203748969
4223,Marshall,43516.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.9181408203748969
4224,Marshall,43761.0,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97179,0.9172306960779215
4225,Marshall,43761.0,Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,0.9172306960779215
4226,Marshall,43761.0,Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40137,0.9172306960779215
4227,Marshall,43761.0,Marshall,Marshall,Marshall County,28093,MS,Mississippi,34.7623,-89.5031,34031,0.9172306960779215
4228,Marshall,43761.0,Marshall,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,33909,0.9172306960779215
4229,Marshall,43761.0,Marshall,Marshall,Marshall County,21157,KY,Kentucky,36.8835,-88.3294,31662,0.9172306960779215
4230,Marshall,43761.0,Marshall,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,30813,0.9172306960779215
4231,Marshall,43761.0,Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,0.9172306960779215
4232,Marshall,43761.0,Marshall,Marshall,Marshall County,17123,IL,Illinois,41.0332,-89.3448,11781,0.9172306960779215
4233,Marshall,43761.0,Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,0.9172306960779215
4234,Marshall,43761.0,Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,0.9172306960779215
4235,Marshall,43761.0,Marshall,Marshall,Marshall County,46091,SD,South Dakota,45.7586,-97.5986,4373,0.9172306960779215
4236,Mobile,42837.0,Mobile,Mobile,Mobile County,1097,AL,Alabama,30.7872,-88.2058,414620,0.9206631648550859
4237,Monroe,39339.0,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,0.9336575109400655
4238,Monroe,39339.0,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,0.9336575109400655
4239,Monroe,39339.0,Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154068,0.9336575109400655
4240,Monroe,39339.0,Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,140189,0.9336575109400655
4241,Monroe,39339.0,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,0.9336575109400655
4242,Monroe,39339.0,Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,0.9336575109400655
4243,Monroe,39339.0,Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,0.9336575109400655
4244,Monroe,39339.0,Monroe,Monroe,Monroe County,17133,IL,Illinois,38.2785,-90.1773,34732,0.9336575109400655
4245,Monroe,39339.0,Monroe,Monroe,Monroe County,28095,MS,Mississippi,33.8923,-88.4805,34448,0.9336575109400655
4246,Monroe,39339.0,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,0.9336575109400655
4247,Monroe,39339.0,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,0.9336575109400655
4248,Monroe,39339.0,Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,0.9336575109400655
4249,Monroe,39339.0,Monroe,Monroe,Monroe County,54063,WV,West Virginia,37.5604,-80.5505,12492,0.9336575109400655
4250,Monroe,39339.0,Monroe,Monroe,Monroe County,21171,KY,Kentucky,36.7122,-85.7165,11269,0.9336575109400655
4251,Monroe,39339.0,Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,0.9336575109400655
4252,Monroe,39339.0,Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869,7589,0.9336575109400655
4253,Monroe,39339.0,Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039,6903,0.9336575109400655
4254,Monroe,40187.0,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,0.930507366434616
4255,Monroe,40187.0,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,0.930507366434616
4256,Monroe,40187.0,Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154068,0.930507366434616
4257,Monroe,40187.0,Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,140189,0.930507366434616
4258,Monroe,40187.0,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,0.930507366434616
4259,Monroe,40187.0,Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,0.930507366434616
4260,Monroe,40187.0,Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,0.930507366434616
4261,Monroe,40187.0,Monroe,Monroe,Monroe County,17133,IL,Illinois,38.2785,-90.1773,34732,0.930507366434616
4262,Monroe,40187.0,Monroe,Monroe,Monroe County,28095,MS,Mississippi,33.8923,-88.4805,34448,0.930507366434616
4263,Monroe,40187.0,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,0.930507366434616
4264,Monroe,40187.0,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,0.930507366434616
4265,Monroe,40187.0,Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,0.930507366434616
4266,Monroe,40187.0,Monroe,Monroe,Monroe County,54063,WV,West Virginia,37.5604,-80.5505,12492,0.930507366434616
4267,Monroe,40187.0,Monroe,Monroe,Monroe County,21171,KY,Kentucky,36.7122,-85.7165,11269,0.930507366434616
4268,Monroe,40187.0,Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,0.930507366434616
4269,Monroe,40187.0,Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869,7589,0.930507366434616
4270,Monroe,40187.0,Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039,6903,0.930507366434616
4271,Monroe,99764.0,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,0.709191140961537
4272,Monroe,99764.0,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,0.709191140961537
4273,Monroe,99764.0,Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154068,0.709191140961537
4274,Monroe,99764.0,Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,140189,0.709191140961537
4275,Monroe,99764.0,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,0.709191140961537
4276,Monroe,99764.0,Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,0.709191140961537
4277,Monroe,99764.0,Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,0.709191140961537
4278,Monroe,99764.0,Monroe,Monroe,Monroe County,17133,IL,Illinois,38.2785,-90.1773,34732,0.709191140961537
4279,Monroe,99764.0,Monroe,Monroe,Monroe County,28095,MS,Mississippi,33.8923,-88.4805,34448,0.709191140961537
4280,Monroe,99764.0,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,0.709191140961537
4281,Monroe,99764.0,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,0.709191140961537
4282,Monroe,99764.0,Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,0.709191140961537
4283,Monroe,99764.0,Monroe,Monroe,Monroe County,54063,WV,West Virginia,37.5604,-80.5505,12492,0.709191140961537
4284,Monroe,99764.0,Monroe,Monroe,Monroe County,21171,KY,Kentucky,36.7122,-85.7165,11269,0.709191140961537
4285,Monroe,99764.0,Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,0.709191140961537
4286,Monroe,99764.0,Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869,7589,0.709191140961537
4287,Monroe,99764.0,Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039,6903,0.709191140961537
4288,Monroe,49781.0,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,0.8948676419236684
4289,Monroe,49781.0,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,0.8948676419236684
4290,Monroe,49781.0,Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154068,0.8948676419236684
4291,Monroe,49781.0,Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,140189,0.8948676419236684
4292,Monroe,49781.0,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,0.8948676419236684
4293,Monroe,49781.0,Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,0.8948676419236684
4294,Monroe,49781.0,Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,0.8948676419236684
4295,Monroe,49781.0,Monroe,Monroe,Monroe County,17133,IL,Illinois,38.2785,-90.1773,34732,0.8948676419236684
4296,Monroe,49781.0,Monroe,Monroe,Monroe County,28095,MS,Mississippi,33.8923,-88.4805,34448,0.8948676419236684
4297,Monroe,49781.0,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,0.8948676419236684
4298,Monroe,49781.0,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,0.8948676419236684
4299,Monroe,49781.0,Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,0.8948676419236684
4300,Monroe,49781.0,Monroe,Monroe,Monroe County,54063,WV,West Virginia,37.5604,-80.5505,12492,0.8948676419236684
4301,Monroe,49781.0,Monroe,Monroe,Monroe County,21171,KY,Kentucky,36.7122,-85.7165,11269,0.8948676419236684
4302,Monroe,49781.0,Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,0.8948676419236684
4303,Monroe,49781.0,Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869,7589,0.8948676419236684
4304,Monroe,49781.0,Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039,6903,0.8948676419236684
4305,Monroe,61273.0,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,0.8521772402059481
4306,Monroe,61273.0,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,0.8521772402059481
4307,Monroe,61273.0,Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154068,0.8521772402059481
4308,Monroe,61273.0,Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,140189,0.8521772402059481
4309,Monroe,61273.0,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,0.8521772402059481
4310,Monroe,61273.0,Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,0.8521772402059481
4311,Monroe,61273.0,Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,0.8521772402059481
4312,Monroe,61273.0,Monroe,Monroe,Monroe County,17133,IL,Illinois,38.2785,-90.1773,34732,0.8521772402059481
4313,Monroe,61273.0,Monroe,Monroe,Monroe County,28095,MS,Mississippi,33.8923,-88.4805,34448,0.8521772402059481
4314,Monroe,61273.0,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,0.8521772402059481
4315,Monroe,61273.0,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,0.8521772402059481
4316,Monroe,61273.0,Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,0.8521772402059481
4317,Monroe,61273.0,Monroe,Monroe,Monroe County,54063,WV,West Virginia,37.5604,-80.5505,12492,0.8521772402059481
4318,Monroe,61273.0,Monroe,Monroe,Monroe County,21171,KY,Kentucky,36.7122,-85.7165,11269,0.8521772402059481
4319,Monroe,61273.0,Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,0.8521772402059481
4320,Monroe,61273.0,Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869,7589,0.8521772402059481
4321,Monroe,61273.0,Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039,6903,0.8521772402059481
4322,Monroe,48974.0,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,0.897865479914114
4323,Monroe,48974.0,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,0.897865479914114
4324,Monroe,48974.0,Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154068,0.897865479914114
4325,Monroe,48974.0,Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,140189,0.897865479914114
4326,Monroe,48974.0,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,0.897865479914114
4327,Monroe,48974.0,Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,0.897865479914114
4328,Monroe,48974.0,Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,0.897865479914114
4329,Monroe,48974.0,Monroe,Monroe,Monroe County,17133,IL,Illinois,38.2785,-90.1773,34732,0.897865479914114
4330,Monroe,48974.0,Monroe,Monroe,Monroe County,28095,MS,Mississippi,33.8923,-88.4805,34448,0.897865479914114
4331,Monroe,48974.0,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,0.897865479914114
4332,Monroe,48974.0,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,0.897865479914114
4333,Monroe,48974.0,Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,0.897865479914114
4334,Monroe,48974.0,Monroe,Monroe,Monroe County,54063,WV,West Virginia,37.5604,-80.5505,12492,0.897865479914114
4335,Monroe,48974.0,Monroe,Monroe,Monroe County,21171,KY,Kentucky,36.7122,-85.7165,11269,0.897865479914114
4336,Monroe,48974.0,Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,0.897865479914114
4337,Monroe,48974.0,Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869,7589,0.897865479914114
4338,Monroe,48974.0,Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039,6903,0.897865479914114
4339,Monroe,49319.0,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,757332,0.8965838763122507
4340,Monroe,49319.0,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,0.8965838763122507
4341,Monroe,49319.0,Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154068,0.8965838763122507
4342,Monroe,49319.0,Monroe,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,140189,0.8965838763122507
4343,Monroe,49319.0,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,0.8965838763122507
4344,Monroe,49319.0,Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,0.8965838763122507
4345,Monroe,49319.0,Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,0.8965838763122507
4346,Monroe,49319.0,Monroe,Monroe,Monroe County,17133,IL,Illinois,38.2785,-90.1773,34732,0.8965838763122507
4347,Monroe,49319.0,Monroe,Monroe,Monroe County,28095,MS,Mississippi,33.8923,-88.4805,34448,0.8965838763122507
4348,Monroe,49319.0,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,0.8965838763122507
4349,Monroe,49319.0,Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,20115,0.8965838763122507
4350,Monroe,49319.0,Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,0.8965838763122507
